799551946.4,SZ002091,162201501.04,20227963065.3,20227963065.3,1965188814.01,江苏国泰,2018-06-30,5.71,16622131887.73,9303116960.37,10924846104.93,1717804590.57,6.92E8,10753945777.09,2054303843.97,339010742.7,172229071.37,1748639.17,17087010749.71,10924846104.93,1066943615.89,157077.4
456888467.29,SZ002091,188853642.73,18673862715.19,18673862715.19,2010407233.35,江苏国泰,2018-03-31,0,7583054235.57,9397851897.89,9276010817.3,1708015960.01,3.33E8,9109673985.22,2129192628.78,339010742.7,149333881.4,1738704.72,15542647962.05,9276010817.3,632641849.36,157558.47
1140128597.7,SZ002091,190378990.57,18769438100.59,18769438100.59,1634396286.47,江苏国泰,2017-12-31,0,34489392397.4,9036628603.92,9732809496.67,1688387339.52,1.6399999999999998E9,9569260072.29,1935125776.05,339010742.7,161398462.33,1476018.48,15596401997.54,9732809496.67,1486898887,157453.79
870868756.12,SZ002091,188555218.11,18571286329.32,18571286329.32,1641830636.52,江苏国泰,2017-09-30,0,25614897863.16,8799894643.11,9771391686.21,1400841656.47,1.14E9,9601512835.2,1786665003.21,310984806.37,181225257.97,455230.31,15452378250.57,9771391686.21,1128754116.12,157452.29
567170062.26,SZ002091,188779028.7,17421138656.22,17421138656.22,1778633825.61,江苏国泰,2017-06-30,0,16159921500.01,8448641488.75,8972497167.47,1393133163.7,7.05E8,8801233389.41,1557672008.58,310984806.37,172962913.49,1255950.14,14319039438.69,8972497167.47,730930415.15,157452.29
212679735.48,SZ002091,194665312.42,17405943716.44,17405943716.44,1777771564.56,江苏国泰,2017-03-31,0,7170508662.8,8342172780.93,9063770935.51,1371658162.96,3.64E8,8891851574.87,1584458078.29,310984806.37,139548563.56,1135126.65,14362554368.49,9063770935.51,289661747.06,157452.29
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
75714633.21,SZ002686,357047098.45,3366378353.31,3366378353.31,363610200.35,亿利达,2018-06-30,6.1,736692392.95,1816154018.38,1550224334.93,603490788.2,4.356E7,1137106711.25,564640146.16,43901753.92,24857067.78,5533296.7,1688637132.31,1550224334.93,87909558.85,44308.2
22478721.72,SZ002686,382402559.97,3281837108.41,3281837108.41,356327182.5,亿利达,2018-03-31,0,286721733.34,1836114743.17,1445722365.24,586678805.2,1.842E7,1030208764.01,542536124.79,43901753.92,22542800.19,8090804.02,1501863134.73,1445722365.24,24417031.54,44308.2
167675906.59,SZ002686,156302979.33,2584254294.71,2584254294.71,291965541.66,亿利达,2017-12-31,0,1366513724.51,1681639164.18,902615130.53,437644174.64,8.723E7,750435047.49,522982008.35,43901753.92,7946697.97,491104.19,1256074038.55,902615130.53,194163492.26,44308.2
122707262.65,SZ002686,148208413.26,2539602992.76,2539602992.76,296692603.48,亿利达,2017-09-30,0,962897426.12,1627490610.12,912112382.64,436531272.21,6.537E7,790415642.59,492707996.79,39158560.73,7332224.31,,1251284656.32,912112382.64,142084476.26,41213.5
76940427.18,SZ002686,149075433.53,2497168746.98,2497168746.98,244189350.61,亿利达,2017-06-30,0,606449516.58,1582241313.73,914927433.25,429215198.17,4.415E7,795786467.67,451693074.77,39158560.73,7223514.05,224025,1217538456.47,914927433.25,89056072.45,44329.55
20196527.25,SZ002686,150132378.67,2312924814.99,2312924814.99,229681838.28,亿利达,2017-03-31,0,215646732.89,1558488550.32,754436264.67,434403327.4,1.812E7,643796950.66,434716924.46,39158560.73,5785147.61,224025,1036939024.64,754436264.67,23756958.52,41213.5
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
88004768.86,SZ002324,133320101.97,3968317951.22,3968317951.22,532372336.89,普利特,2018-06-30,10.84,1769996107.52,2328525225.88,1639792725.34,768995618.45,6.362E7,1558351993.7,1289063813.13,138071891.02,9123916.78,1295007.56,2646154797.49,1639792725.34,101231803.56,40627.5
46619711.24,SZ002324,132864193.25,3812175134.49,3812175134.49,544191196.2,普利特,2018-03-31,0,829862943.66,2282797524.3,1529377610.19,575452793.59,3.198E7,1437088570.16,1277290439.61,135424989,9809921.52,1781774.58,2521185317.55,1529377610.19,54004077.82,27085.0
174232120.6,SZ002324,135160551.54,3837211339.69,3837211339.69,582133310.44,普利特,2017-12-31,0,3397487073.94,2256367285.65,1580844054.04,637963339.3,1.1499999999999999E8,1470394322.02,1230670728.37,135424989,12854537.31,1298556.25,2506534946.59,1580844054.04,202127910.53,27085.0
159508481.82,SZ002324,136172442.67,3658778308.77,3658778308.77,554772889.8,普利特,2017-09-30,0,2402135245.19,2232694564.58,1426083744.19,650469102.56,8.487E7,1391675896.63,1216372078.59,135000000,9304022.3,712952.92,2336134158.35,1426083744.19,191337055.15,27000.0
124902495.64,SZ002324,136723479.45,3532691210.55,3532691210.55,450647069.3,普利特,2017-06-30,0,1609831677.69,2235628980.9,1297062229.65,659071445.51,5.655E7,1261910624,1208766092.41,135000000,8373731.29,1386967.08,2238132733.81,1297062229.65,146575682.93,27000.0
66095130.11,SZ002324,137659716.85,3608357057.43,3608357057.43,512346778.58,普利特,2017-03-31,0,903346466.78,2186443728.27,1421913329.16,672634585.17,2.752E7,1169852296.5,1149958726.88,135000000,9178675.02,3396650.61,2323461738.65,1421913329.16,76404711.34,27000.0
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
-35596070.73,SH600281,5088265.18,1660780881.25,1660780881.25,364685771.36,太化股份,2018-06-30,3.83,318270497.35,538144543.01,1122636338.24,59147507.09,659000.0,919436338.24,-631588647.34,54640910,83106727.6,,792379804.12,1122636338.24,-39655456.65,51440.2
-11810003.2,SH600281,5128720.15,1661916538.9,1661916538.9,355977641.59,太化股份,2018-03-31,0,137738585.89,562014842.92,1099901695.98,60205353.95,290000.0,896701695.98,-607671443.89,54640910,79026522.58,,797344791.38,1099901695.98,-11797487.49,51440.2
7479081.6,SH600281,5169175.12,1710803517.05,1710803517.05,350211777.18,太化股份,2017-12-31,0,871719340.25,574368362.82,1136435154.23,61272108.52,5800000.0,933235154.23,-595689020.53,54640910,79026522.58,,846474560.69,1136435154.23,9277372.53,51440.2
-38337608.78,SH600281,5164752.59,1743577642.82,1743577642.82,342400918.33,太化股份,2017-09-30,0,697276523.38,528151611.51,1215426031.31,62885268.43,1.916E7,1012226031.31,-641968573.44,54640910,81152985.25,,898564808.96,1215426031.31,-40174860.62,51440.2
-30945130.45,SH600281,5205207.56,1802285077.37,1802285077.37,338215781.76,太化股份,2017-06-30,0,324514961.93,535578155.91,1266706921.46,64021943.64,1610000.0,1063506921.46,-634459744,54640910,83144146.31,,961669751.71,1266706921.46,-32830182.91,51440.2
-13159455.63,SH600281,5245662.53,1847918923.01,1847918923.01,334503571.14,太化股份,2017-03-31,0,126364047.42,553487734.94,1294431188.07,65037829.2,820000.0,1291231188.07,-616562448.86,54640910,80953229.66,,1007286044.09,1294431188.07,-13157186.62,51440.2
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
46006852.82,SZ000920,97515275.73,2026142438.37,2026142438.37,123677475.01,南方汇通,2018-06-30,5.77,504748999.12,939704080.46,1086438357.91,498818588.12,4.662E7,530018805.67,296655480.41,7060965.21,13993136.48,1932795.51,765145861.8,1086438357.91,62330101.14,42200.0
13931964.33,SZ000920,98411636.99,1750302435.58,1750302435.58,118078920.42,南方汇通,2018-03-31,0,212578184.83,963647732.33,786654703.25,508361937.23,2.053E7,503971962.45,289379985.68,7060965.21,14595465.15,3866986.29,456836689.4,786654703.25,19720188.06,42200.0
127023271.9,SZ000920,99298250.77,1818649924.17,1818649924.17,107523723.92,南方汇通,2017-12-31,0,1082840820.9,969395530.3,849254393.87,512247651.65,1.1000000000000001E8,553722367.41,278444282.26,7060965.21,14595465.15,2683424.65,491883711.7,849254393.87,155052833.61,42200.0
99830831.56,SZ000920,99617473.26,1893152020.89,1893152020.89,111004918.96,南方汇通,2017-09-30,0,786510160.94,967497056.34,925654964.55,476718452.99,7.152E7,549545412.83,260276862.35,2110552.46,13568805.95,1183561.64,546458688.27,925654964.55,120899267.05,42200.0
68470087.54,SZ000920,100487844.33,1755763388.78,1755763388.78,103140218.57,南方汇通,2017-06-30,0,531574380.23,937074677.58,818688711.2,485280364.39,4.401E7,540988551.47,231699649.86,2110552.46,13568805.95,192000,401676905,818688711.2,83001536.44,42200.0
34503454.11,SZ000920,101284355.02,1761837938.24,1761837938.24,110961329.01,南方汇通,2017-03-31,0,247975925.71,921114239.65,840723698.59,512050188.17,2.009E7,565314416.99,214674526.73,2110552.46,13169121.69,,480027389.32,840723698.59,42636418.62,42200.0
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
246498383.51,SZ002662,299556088.46,11460725097.59,11460725097.59,1270545607.99,京威股份,2018-06-30,4.06,2913260318.24,5297643715.57,6163081382.02,1688231094.13,1.1399999999999999E8,5522026526.8,1772945347.47,286387070.9,13899158.85,97530403.24,5709933116.37,6163081382.02,333479418.43,150000.0
-26582913.67,SZ002662,558672463.68,11184768305.3,11184768305.3,1831959158.93,京威股份,2018-03-31,0,1371276241.16,5180980505.63,6003787799.67,1957558957.68,5.403E7,3979035981.24,1673196798.44,286387070.9,7388604.14,102625056.85,4093054643.7,6003787799.67,-12735500.4,150000.0
324064770.64,SZ002662,565369268.94,10844246461.99,10844246461.99,1542818197.23,京威股份,2017-12-31,0,5688240059.23,5187700835.97,5656545626.02,1943762985.42,2.39E8,3635286495.21,1700242085.63,286387070.9,7324410.21,70004380.78,3843061117.92,5656545626.02,400780806.44,150000.0
239039613.47,SZ002662,567827367.67,10278566434.61,10278566434.61,1416674087.56,京威股份,2017-09-30,0,3968373674.08,5063922757.08,5214643677.53,1741860281.17,1.55E8,3195864689.11,1630790948.4,269261813.26,6238314.72,96346724.46,3485883568.68,5214643677.53,315374757.6,75000.0
177164031.32,SZ002662,534817733.72,9787188609.7,9787188609.7,1276842776.9,京威股份,2017-06-30,0,2632551310.93,4756557677.4,5030630932.3,1694588932.53,1.06E8,3012666542.05,1572060551.61,269261813.26,4604114.88,136471724.46,3527025922.96,5030630932.3,233700312.49,150000.0
79876834.56,SZ002662,527481640.97,9274366509.85,9274366509.85,1250678592.96,京威股份,2017-03-31,0,1343247093.27,4921905631.77,4352460878.08,1549234886.5,5.352E7,1235705017.18,1718227605.56,288599194.05,6342517.76,88717016.13,3582100890.49,4352460878.08,108664765.16,75000.0
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
11264538.67,SZ300631,54224400.04,866931378.36,866931378.36,170219464.14,久吾高科,2018-06-30,17.7,110016507.27,582463138.81,284468239.55,98192795.91,1.173E7,248630376.42,304179405.02,29045744.09,5374708.24,,683799133.78,284468239.55,13126281.77,10262.4
4166620.58,SZ300631,27484345.91,783574129.39,783574129.39,142797979.37,久吾高科,2018-03-31,0,46015898.53,588706340.72,194867788.67,111945144.24,5700000.0,156681661.81,310349986.25,29045744.09,5155517.96,,624961645.95,194867788.67,5050931.33,10262.4
45801560.66,SZ300631,27578919.31,754270063.62,754270063.62,130622819.47,久吾高科,2017-12-31,0,293538746.86,581743236.72,172526826.9,114372649.27,2.307E7,137412636.3,307268930.09,29045744.09,5167408.94,,605893016.11,172526826.9,53301174.37,10262.4
26504145.96,SZ300631,27738556.81,747813802.89,747813802.89,120445558.65,久吾高科,2017-09-30,0,185230813.44,562445822.02,185367980.87,113608259.14,1.604E7,149585829.69,292927634.44,24020000,4061563.52,,600345599.14,185367980.87,30973289.55,6414.0
8688532.52,SZ300631,27898194.31,740766128.5,740766128.5,130497250.97,久吾高科,2017-06-30,0,102432293,547630208.58,193135919.92,114251071.61,1.044E7,156685808.17,314030815.13,24020000,4050757.34,,593039844.56,193135919.92,10069856.95,6414.0
2574787.55,SZ300631,28057831.81,741112770.9,741112770.9,123334107.44,久吾高科,2017-03-31,0,42343169.12,553956681.26,187156089.64,116675531.62,4580000.0,149888017.32,321193199.88,24020000,3546719.41,,591362385.09,187156089.64,2917076.3,6414.0
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
87678800.62,SZ300596,130615313.49,1692461145.73,1692461145.73,332506459.5,利安隆,2018-06-30,24.68,713141456.56,989661661.12,702799484.61,372391182.34,4.832E7,626879462.92,412169849.93,31466970.03,14076910.31,497080.37,1035948153.56,702799484.61,106469569.83,18000.0
36115277.56,SZ300596,131194260.9,1571572858.55,1571572858.55,330211858.12,利安隆,2018-03-31,0,323360251.97,957161717.94,614411140.61,371475554.92,2.211E7,535150336.91,381065121.04,31466970.03,13832530.58,1206479.65,955591580.33,614411140.61,43097743.8,18000.0
128320086.71,SZ300596,123844126.1,1490758731.95,1490758731.95,282319338.8,利安隆,2017-12-31,0,1142409913.44,921241267.54,569517464.41,342204827.39,7.997E7,491108867.3,345576753.98,31466970.03,13831082.67,976577.99,902781799.23,569517464.41,143874837.49,18000.0
93695509.44,SZ300596,15884650.16,1345314001.13,1345314001.13,217359987.24,利安隆,2017-09-30,0,870948711.78,895619628.86,449694372.27,289982858.87,6.323E7,423071734.92,324386259.71,23821785.7,7846289.49,185754.86,885543171.79,449694372.27,109585391.16,12000.0
57803982.17,SZ300596,14711628.49,1205521777.73,1205521777.73,208083686.62,利安隆,2017-06-30,0,560753680.95,825542312.81,379979464.92,279437489.39,4.007E7,354109451.43,280592602.45,23432974.41,5166843.34,226095.5,826661989.91,379979464.92,67449310.08,18000.0
30838115.69,SZ300596,14792911.43,1166146749.35,1166146749.35,180440702.2,利安隆,2017-03-31,0,284648109.13,817468350.69,348678398.66,215123715.48,1.746E7,318425921.92,266966119.62,23432974.41,4286769,170315.21,831220933.1,348678398.66,35635418.83,12000.0
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
145582708.36,SZ300568,150861369.92,2819932476.43,2819932476.43,81185326.39,星源材质,2018-06-30,26.87,317644495.16,1483952636.31,1335979840.12,832346092.68,8640000.0,546612026.08,371912507.79,62935603.2,3993451.66,1847382.05,1125323181.28,1335979840.12,180947748.62,19200.0
84940522.48,SZ300568,111807756.19,2852590436.44,2852590436.44,65498361.7,星源材质,2018-03-31,0,171703944.17,1366805484.44,1485784952,842275165.3,3780000.0,580796722.64,366918651.67,62935603.2,3463226.84,904851.11,1554228362.89,1485784952,106998276.36,19200.0
88129092.92,SZ300568,110403800.15,2373592394.22,2373592394.22,55739636.06,星源材质,2017-12-31,0,521348367.99,1284435738.55,1089156655.67,860560431.67,2.422E7,651221658.09,276659134.89,62935603.2,3463226.84,640789.25,1096181281.11,1089156655.67,110054503.28,19200.0
82361966.83,SZ300568,111172361.21,2373765874.76,2373765874.76,42621236.11,星源材质,2017-09-30,0,386762476.81,1279523944.77,1094241929.99,706664140.04,1.411E7,603827269.82,274425432.52,50139401.28,3144915.7,4422385.12,1183396318.06,1094241929.99,101075974.3,19200.0
67984538.03,SZ300568,111100426.49,2445287268.49,2445287268.49,42321208.08,星源材质,2017-06-30,0,246668905.8,1264851188.69,1180436079.8,489974264.5,1.004E7,700905458.44,253580884.75,50139401.28,3349233.61,3270653.5,1324199968.53,1180436079.8,80996883.12,19200.0
33408670.03,SZ300568,81667373.76,1963901099.18,1963901099.18,35728953.73,星源材质,2017-03-31,0,119867788.02,1304619908.76,659281190.42,462201858,3690000.0,237920828.19,289412014.28,50139401.28,3144915.7,1530617.47,1063154965.99,659281190.42,39750619.94,19200.0
